ID,Chain,Protein_Type,Protein_ResID,Lipid_Type,Lipid_ResID,#Frames,Fraction_Frames,Internal_Lipid?
MacB No Internal Lipid Traj 4,A,THR,102,POPE,776,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,102,POPE,694,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,102,POPG,934,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,THR,102,POPE,903,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,102,POPG,653,11,0.000381944,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,900,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,891,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,800,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,847,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,808,9,0.0003125,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,758,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,901,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPG,934,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,105,CDL2,909,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPG,696,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,852,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPG,720,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,873,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPG,653,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,105,POPE,660,10,0.000347222,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,891,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,937,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,900,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,873,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,927,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,656,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,768,11,0.000381944,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,700,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,787,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,887,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,928,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,847,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,910,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,842,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,785,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,680,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,929,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,651,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,902,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,865,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,901,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,880,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPG,934,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,CDL2,909,12,0.000416667,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,682,9,0.0003125,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPG,882,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,745,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,868,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,933,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,741,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,869,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,674,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,660,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPG,876,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPG,908,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,120,POPE,924,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,724,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,889,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,811,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,808,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,758,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,847,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,887,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,943,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,735,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,933,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,895,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,810,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,660,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,873,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,807,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLU,139,POPE,926,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,736,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,694,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,669,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,900,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,889,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,906,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,660,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,891,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,GLN,144,POPE,926,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,938,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,902,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,777,9,0.0003125,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,661,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,945,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,735,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,825,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,840,11,0.000381944,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,932,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,697,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,768,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,687,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,820,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,706,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,699,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,809,11,0.000381944,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,713,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,691,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,833,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,887,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,767,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,690,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,942,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,669,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,738,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,851,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,751,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,765,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,856,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,917,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,THR,243,POPG,714,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,THR,243,POPE,659,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,825,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,784,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,938,205,0.007118056,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,705,144,0.005,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,676,15,0.000520833,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,713,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,693,12,0.000416667,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,841,54,0.001875,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,945,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,840,203,0.007048611,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,905,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,716,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,656,15,0.000520833,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,768,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,687,26,0.000902778,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,785,16,0.000555556,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,803,28,0.000972222,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,820,10,0.000347222,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,887,27,0.0009375,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,916,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,674,27,0.0009375,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,699,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,777,24,0.000833333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,680,42,0.001458333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,808,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,752,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,809,106,0.003680556,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,890,9,0.0003125,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,844,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,735,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,767,79,0.002743056,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,847,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,691,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,833,30,0.001041667,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,843,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,889,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,819,8,0.000277778,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,661,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,SER,245,CDL2,858,142,0.004930556,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,745,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,942,62,0.002152778,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,919,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,738,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,669,133,0.004618056,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,917,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,765,198,0.006875,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,893,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,245,CDL2,730,130,0.004513889,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,827,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,877,121,0.004201389,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,769,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,CDL2,775,8,0.000277778,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,659,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,750,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,932,348,0.012083333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,876,22,0.000763889,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,861,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,245,CDL2,675,260,0.009027778,No
MacB No Internal Lipid Traj 4,A,SER,245,CDL2,870,9,0.0003125,No
MacB No Internal Lipid Traj 4,A,SER,245,CDL2,909,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,653,114,0.003958333,No
MacB No Internal Lipid Traj 4,A,SER,245,POPG,714,95,0.003298611,No
MacB No Internal Lipid Traj 4,A,SER,245,POPE,869,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,784,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,676,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,693,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,876,16,0.000555556,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,705,26,0.000902778,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,865,9,0.0003125,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,891,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,840,37,0.001284722,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,739,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,841,22,0.000763889,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,900,57,0.001979167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,945,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,724,21,0.000729167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,709,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,716,10,0.000347222,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,901,6,0.000208333,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,672,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,763,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,938,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,656,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,687,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,700,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,786,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,785,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,732,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,796,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,657,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,885,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,902,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,833,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,936,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,837,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,CDL2,858,15,0.000520833,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,745,15,0.000520833,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,942,27,0.0009375,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,743,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,751,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,916,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,765,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,873,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,892,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,868,10,0.000347222,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,783,8,0.000277778,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,741,12,0.000416667,No
MacB No Internal Lipid Traj 4,A,ARG,248,CDL2,730,60,0.002083333,No
MacB No Internal Lipid Traj 4,A,ARG,248,CDL2,909,195,0.006770833,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,893,10,0.000347222,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,768,42,0.001458333,No
MacB No Internal Lipid Traj 4,A,ARG,248,CDL2,775,120,0.004166667,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,669,12,0.000416667,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,750,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,869,21,0.000729167,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,683,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,932,20,0.000694444,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,908,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,660,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ARG,248,CDL2,870,37,0.001284722,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPE,682,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,ARG,248,POPG,714,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPE,825,102,0.003541667,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPE,900,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPE,768,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPE,932,8,0.000277778,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPE,894,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,249,CDL2,909,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPE,669,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPG,714,28,0.000972222,No
MacB No Internal Lipid Traj 4,A,GLN,249,POPG,919,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,876,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,709,42,0.001458333,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,705,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,841,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,693,105,0.003645833,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,840,14,0.000486111,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,900,223,0.007743056,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,899,19,0.000659722,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,776,2,6.94E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,716,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,932,47,0.001631944,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,767,23,0.000798611,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,803,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,651,7,0.000243056,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,928,11,0.000381944,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,887,79,0.002743056,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,912,11,0.000381944,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,808,9,0.0003125,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,842,122,0.004236111,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,929,51,0.001770833,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,797,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,784,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,901,27,0.0009375,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,735,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,847,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,731,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,657,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,661,4,0.000138889,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,890,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,674,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,785,3,0.000104167,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,837,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,745,33,0.001145833,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,942,25,0.000868056,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,696,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,873,53,0.001840278,No
MacB No Internal Lipid Traj 4,A,SER,252,CDL2,909,567,0.0196875,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,914,11,0.000381944,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,768,155,0.005381944,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,868,63,0.0021875,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,852,29,0.001006944,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,720,19,0.000659722,No
MacB No Internal Lipid Traj 4,A,SER,252,CDL2,775,14,0.000486111,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,669,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,SER,252,CDL2,675,31,0.001076389,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,882,25,0.000868056,No
MacB No Internal Lipid Traj 4,A,SER,252,POPE,682,171,0.0059375,No
MacB No Internal Lipid Traj 4,A,SER,252,POPG,653,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPG,876,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPG,705,1,3.47E-05,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPG,709,67,0.002326389,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,901,178,0.006180556,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPG,693,29,0.001006944,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,900,108,0.00375,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,899,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,694,24,0.000833333,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,716,5,0.000173611,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,768,57,0.001979167,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,891,48,0.001666667,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,932,17,0.000590278,No
MacB No Internal Lipid Traj 4,A,ASN,255,POPE,927,3,0.000104167,No
