ID,Chain,Protein_Type,Protein_ResID,Lipid_Type,Lipid_ResID,#Frames,Fraction_Frames,Internal_Lipid?
MacB Internal Lipid Traj 3,A,GLN,120,POPE,826,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,932,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,717,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,715,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,679,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,898,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,935,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,804,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,685,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,874,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,849,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPG,896,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,CDL2,883,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,904,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,794,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,732,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPG,714,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,895,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,750,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,912,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,694,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,801,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,764,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,691,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,763,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,747,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,772,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,893,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,120,POPE,690,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,885,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,655,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,804,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,840,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,750,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,851,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,931,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,716,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,745,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,847,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,703,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,801,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,663,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLU,139,POPE,682,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,762,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,942,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,797,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,750,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,660,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPG,863,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,926,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,847,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,721,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,742,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,789,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,697,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,700,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,144,POPE,810,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,242,POPE,742,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,737,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,806,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,890,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,722,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,767,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,685,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,799,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,859,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,809,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPG,896,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,CDL2,870,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPG,671,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,715,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,904,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,698,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,932,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,784,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPG,672,10,0.000347222,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPG,653,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,680,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,669,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,659,19,0.000659722,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,780,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,747,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,805,9,0.0003125,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,802,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,684,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,874,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,694,8,0.000277778,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,742,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,926,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,865,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,THR,243,POPE,924,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,737,55,0.001909722,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,724,34,0.001180556,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,888,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,859,146,0.005069444,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,842,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,695,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,912,69,0.002395833,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,661,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,892,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,788,60,0.002083333,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,930,116,0.004027778,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,767,99,0.0034375,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,849,62,0.002152778,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,665,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,942,41,0.001423611,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,806,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,799,49,0.001701389,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,685,110,0.003819444,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,669,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,936,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,809,23,0.000798611,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,722,23,0.000798611,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,896,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,709,30,0.001041667,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,705,29,0.001006944,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,853,14,0.000486111,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,861,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,920,10,0.000347222,Yes
MacB Internal Lipid Traj 3,A,SER,245,CDL2,870,40,0.001388889,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,671,19,0.000659722,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,855,8,0.000277778,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,934,87,0.003020833,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,823,26,0.000902778,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,863,136,0.004722222,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,904,62,0.002152778,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,712,13,0.000451389,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,804,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,715,179,0.006215278,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,895,14,0.000486111,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,784,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,672,44,0.001527778,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,653,30,0.001041667,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPG,728,33,0.001145833,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,747,223,0.007743056,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,805,210,0.007291667,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,655,38,0.001319444,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,847,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,659,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,751,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,684,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,694,156,0.005416667,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,926,24,0.000833333,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,874,67,0.002326389,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,702,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,885,15,0.000520833,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,740,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,802,95,0.003298611,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,845,11,0.000381944,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,924,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,SER,245,POPE,780,43,0.001493056,Yes
MacB Internal Lipid Traj 3,A,ARG,248,POPE,926,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,GLN,249,POPE,859,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,902,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,856,12,0.000416667,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,788,26,0.000902778,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,765,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,885,206,0.007152778,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,851,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,826,48,0.001666667,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,804,19,0.000659722,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,859,46,0.001597222,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,932,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,892,15,0.000520833,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,898,21,0.000729167,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,674,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,942,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,810,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,685,59,0.002048611,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,665,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,703,27,0.0009375,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,874,44,0.001527778,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,669,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,799,8,0.000277778,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,767,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,849,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,672,18,0.000625,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,709,32,0.001111111,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,823,76,0.002638889,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,853,28,0.000972222,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,683,4,0.000138889,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,861,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,677,18,0.000625,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,744,13,0.000451389,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,934,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,CDL2,883,213,0.007395833,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,673,9,0.0003125,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,786,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,863,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,904,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,895,20,0.000694444,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,732,8,0.000277778,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPG,653,182,0.006319444,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,750,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,886,10,0.000347222,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,756,10,0.000347222,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,905,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,845,14,0.000486111,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,663,45,0.0015625,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,785,8,0.000277778,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,691,45,0.0015625,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,805,32,0.001111111,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,931,30,0.001041667,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,655,57,0.001979167,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,893,12,0.000416667,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,747,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,824,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,694,47,0.001631944,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,801,29,0.001006944,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,772,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,926,25,0.000868056,Yes
MacB Internal Lipid Traj 3,A,SER,252,POPE,860,44,0.001527778,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,885,385,0.013368056,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,806,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,826,30,0.001041667,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,804,208,0.007222222,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,777,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,892,11,0.000381944,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,932,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,859,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,788,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,898,13,0.000451389,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,674,100,0.003472222,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,810,34,0.001180556,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,874,95,0.003298611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,895,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,685,56,0.001944444,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,942,32,0.001111111,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,669,6,0.000208333,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,936,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,851,3,0.000104167,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,767,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,672,23,0.000798611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,709,8,0.000277778,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,896,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,823,283,0.009826389,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,723,7,0.000243056,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,683,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,744,67,0.002326389,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,677,150,0.005208333,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,673,21,0.000729167,Yes
MacB Internal Lipid Traj 3,A,ASN,255,CDL2,883,205,0.007118056,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,794,1,3.47E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,732,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPG,653,88,0.003055556,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,750,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,886,8,0.000277778,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,847,12,0.000416667,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,756,12,0.000416667,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,703,169,0.005868056,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,655,97,0.003368056,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,663,131,0.004548611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,676,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,785,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,691,45,0.0015625,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,931,83,0.002881944,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,801,362,0.012569444,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,769,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,805,17,0.000590278,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,824,10,0.000347222,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,834,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,926,9,0.0003125,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,893,5,0.000173611,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,843,2,6.94E-05,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,860,48,0.001666667,Yes
MacB Internal Lipid Traj 3,A,ASN,255,POPE,694,34,0.001180556,Yes
MacB Internal Lipid Traj 3,A,THR,259,POPE,756,2,6.94E-05,Yes
