ID,Chain,Protein_Type,Protein_ResID,Lipid_Type,Lipid_ResID,#Frames,Fraction_Frames,Internal_Lipid?
MacB Internal Lipid Traj 1,A,GLN,120,POPE,906,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,707,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,947,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,656,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPG,653,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,945,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,663,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,890,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,844,8,0.000277778,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,700,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,674,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,869,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,722,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,676,9,0.0003125,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,903,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,760,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,GLN,120,POPE,694,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,726,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,752,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,805,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,869,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,663,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,947,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,761,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,707,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,898,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,859,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,891,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLU,139,POPE,674,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,761,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,826,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,938,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,862,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,897,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,726,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,910,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPG,773,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,778,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,859,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,663,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,144,POPE,751,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,242,POPE,702,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,242,POPE,813,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,857,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,813,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,712,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,747,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,852,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,834,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,843,8,0.000277778,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,766,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,756,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,825,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,837,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,660,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,893,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,924,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,702,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPG,667,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPG,671,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPG,749,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,879,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,791,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,790,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPG,672,8,0.000277778,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,741,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,722,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,659,8,0.000277778,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,874,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,802,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,689,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,674,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,665,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,663,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,710,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,THR,243,POPE,849,19,0.000659722,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,789,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,857,49,0.001701389,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,833,28,0.000972222,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,803,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,710,78,0.002708333,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,845,17,0.000590278,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,900,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,813,61,0.002118056,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,879,113,0.003923611,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,852,16,0.000555556,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,738,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,766,90,0.003125,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,702,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,837,101,0.003506944,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,747,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,898,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,893,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,838,11,0.000381944,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,660,21,0.000729167,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,924,23,0.000798611,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,843,105,0.003645833,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,721,89,0.003090278,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,781,85,0.002951389,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,667,173,0.006006944,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,896,17,0.000590278,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,671,72,0.0025,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,725,117,0.0040625,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,782,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,853,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,693,16,0.000555556,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,733,31,0.001076389,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,814,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,749,99,0.0034375,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,706,6,0.000208333,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,894,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,741,93,0.003229167,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,872,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,791,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,790,12,0.000416667,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,776,62,0.002152778,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,884,29,0.001006944,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,649,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,723,10,0.000347222,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPG,672,53,0.001840278,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,694,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,722,150,0.005208333,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,674,142,0.004930556,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,874,186,0.006458333,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,700,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,659,34,0.001180556,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,734,8,0.000277778,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,691,13,0.000451389,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,844,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,665,145,0.005034722,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,939,9,0.0003125,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,802,43,0.001493056,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,689,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,869,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,825,16,0.000555556,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,760,6,0.000208333,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,849,284,0.009861111,Yes
MacB Internal Lipid Traj 1,A,SER,245,POPE,663,197,0.006840278,Yes
MacB Internal Lipid Traj 1,A,ARG,248,POPG,714,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ARG,248,POPG,672,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ARG,248,POPE,691,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,249,POPE,849,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,249,POPE,807,162,0.005625,Yes
MacB Internal Lipid Traj 1,A,GLN,249,POPE,747,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,GLN,249,POPE,722,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,678,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,710,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,857,78,0.002708333,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,845,8,0.000277778,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,811,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,897,36,0.00125,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,862,15,0.000520833,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,843,24,0.000833333,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,660,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,682,20,0.000694444,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,852,70,0.002430556,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,879,44,0.001527778,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,792,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,657,6,0.000208333,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,837,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,721,28,0.000972222,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,726,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,838,96,0.003333333,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,722,65,0.002256944,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,893,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,781,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,667,16,0.000555556,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,896,14,0.000486111,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,749,15,0.000520833,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,913,11,0.000381944,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,725,15,0.000520833,Yes
MacB Internal Lipid Traj 1,A,SER,252,CDL2,815,174,0.006041667,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,853,14,0.000486111,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,747,35,0.001215278,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,813,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,884,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,658,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,947,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,776,69,0.002395833,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,694,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,649,84,0.002916667,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,723,22,0.000763889,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,863,12,0.000416667,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,651,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPG,653,25,0.000868056,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,898,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,849,6,0.000208333,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,945,10,0.000347222,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,844,58,0.002013889,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,741,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,663,193,0.006701389,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,874,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,689,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,691,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,906,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,665,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,755,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,798,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,758,52,0.001805556,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,869,62,0.002152778,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,760,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,938,39,0.001354167,Yes
MacB Internal Lipid Traj 1,A,SER,252,POPE,702,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,678,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,857,220,0.007638889,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,811,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,897,72,0.0025,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,845,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,843,12,0.000416667,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,682,32,0.001111111,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,660,2,6.94E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,879,7,0.000243056,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,852,34,0.001180556,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,893,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,837,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,691,28,0.000972222,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,721,22,0.000763889,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,726,57,0.001979167,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,873,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,838,15,0.000520833,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,938,364,0.012638889,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,792,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,688,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,862,46,0.001597222,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,667,8,0.000277778,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,896,195,0.006770833,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,913,9,0.0003125,Yes
MacB Internal Lipid Traj 1,A,ASN,255,CDL2,815,875,0.030381944,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,853,310,0.010763889,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,832,4,0.000138889,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,747,28,0.000972222,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,884,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,776,23,0.000798611,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,694,9,0.0003125,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,649,31,0.001076389,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,723,14,0.000486111,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,863,21,0.000729167,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,651,90,0.003125,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPG,653,19,0.000659722,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,898,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,945,26,0.000902778,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,663,226,0.007847222,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,722,45,0.0015625,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,890,3,0.000104167,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,906,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,741,5,0.000173611,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,755,1,3.47E-05,Yes
MacB Internal Lipid Traj 1,A,ASN,255,POPE,869,41,0.001423611,Yes
